,user_id,home_pg,search_pg,payment_pg,confirmation_pg
75,727796,1,1,0,0
76,167038,1,1,0,0
77,94187,1,0,0,0
78,985123,1,0,0,0
79,965822,1,0,0,0
80,999441,1,1,1,0
81,872473,1,1,0,0
82,476955,1,0,0,0
83,384199,1,1,0,0
84,388103,1,0,0,0
85,407805,1,1,0,0
86,779585,1,0,0,0
87,958443,1,1,0,0
88,846115,1,0,0,0
89,647067,1,1,0,0
90,210950,1,1,0,0
91,178373,1,0,0,0
92,67626,1,0,0,0
93,355552,1,1,0,0
94,795169,1,0,0,0
95,552008,1,0,0,0
96,874797,1,1,0,0
97,336186,1,0,0,0
98,449714,1,1,0,0
99,635882,1,1,1,0
100,648838,1,1,0,0
101,920130,1,0,0,0
102,853085,1,0,0,0
103,141250,1,0,0,0
104,155756,1,1,0,0
105,435742,1,0,0,0
106,179518,1,0,0,0
107,83581,1,0,0,0
108,801991,1,1,0,0
109,637254,1,0,0,0
110,324784,1,0,0,0
111,587563,1,0,0,0
112,797730,1,1,0,0
113,239133,1,1,0,0
114,821176,1,1,0,0
115,193027,1,0,0,0
116,524052,1,1,0,0
117,782646,1,0,0,0
118,707617,1,1,0,0
119,26481,1,1,0,0
120,263024,1,0,0,0
121,468189,1,1,0,0
122,424187,1,1,0,0
123,697998,1,0,0,0
124,226861,1,0,0,0
125,106038,1,1,0,0
126,140864,1,1,0,0
127,996089,1,1,0,0
128,581208,1,1,0,0
129,592297,1,1,0,0
130,88600,1,0,0,0
131,428198,1,1,0,0
132,671415,1,0,0,0
133,970783,1,1,0,0
134,212557,1,0,0,0
135,681538,1,0,0,0
136,717441,1,1,0,0
137,112814,1,0,0,0
138,95108,1,0,0,0
139,158455,1,0,0,0
140,294234,1,0,0,0
141,251157,1,0,0,0
142,947971,1,0,0,0
143,26348,1,0,0,0
144,931071,1,1,1,0
145,416753,1,0,0,0
146,560881,1,0,0,0
147,914566,1,0,0,0
148,624314,1,0,0,0
149,261175,1,0,0,0
150,469756,1,1,0,0
151,325655,1,0,0,0
152,780988,1,1,0,0
153,873311,1,1,0,0
154,485948,1,0,0,0
155,846486,1,1,0,0
156,759991,1,0,0,0
157,260665,1,0,0,0
158,137037,1,0,0,0
159,481376,1,0,0,0
160,126569,1,1,1,0
161,579677,1,0,0,0
162,957293,1,0,0,0
163,430295,1,1,1,0
164,569491,1,1,0,0
165,422726,1,1,0,0
166,723540,1,1,0,0
167,521442,1,1,0,0
168,362111,1,0,0,0
169,17329,1,0,0,0
170,628199,1,0,0,0
171,862101,1,0,0,0
172,711742,1,0,0,0
173,792150,1,0,0,0
174,52348,1,1,0,0
175,174311,1,0,0,0
176,218289,1,1,0,0
177,892708,1,1,0,0
178,926378,1,0,0,0
179,154247,1,0,0,0
180,618376,1,1,1,0
181,153398,1,0,0,0
182,211834,1,0,0,0
183,807280,1,0,0,0
184,541702,1,1,0,0
185,812904,1,0,0,0
186,800490,1,1,0,0
187,91251,1,1,0,0
188,725835,1,0,0,0
189,80921,1,1,0,0
190,423478,1,0,0,0
191,145498,1,1,0,0
192,124672,1,0,0,0
193,291840,1,1,0,0
194,79105,1,1,0,0
195,643460,1,1,1,0
196,89968,1,0,0,0
197,367090,1,1,0,0
198,323678,1,1,0,0
199,949671,1,0,0,0
200,89464,1,1,0,0
201,290391,1,1,0,0
202,122651,1,1,1,0
203,476508,1,0,0,0
204,665984,1,1,0,0
205,680460,1,1,0,0
206,236586,1,0,0,0
207,57108,1,0,0,0
208,107888,1,0,0,0
209,204170,1,1,0,0
210,197117,1,1,0,0
211,578008,1,1,0,0
212,275484,1,1,0,0
213,669237,1,0,0,0
214,890176,1,0,0,0
215,381241,1,0,0,0
216,676989,1,1,0,0
217,487368,1,1,0,0
218,516375,1,1,0,0
219,155766,1,1,1,0
220,438980,1,0,0,0
221,834664,1,0,0,0
222,379453,1,0,0,0
223,130249,1,0,0,0
224,805888,1,0,0,0
225,253420,1,1,0,0
226,844399,1,0,0,0
227,339785,1,1,0,0
228,17533,1,1,0,0
229,7371,1,1,0,0
230,91631,1,0,0,0
231,845493,1,1,0,0
232,454000,1,1,0,0
233,29134,1,1,0,0
234,661568,1,1,0,0
235,663684,1,0,0,0
236,898375,1,0,0,0
237,709847,1,0,0,0
238,94009,1,0,0,0
239,182763,1,1,0,0
240,65594,1,0,0,0
241,904505,1,0,0,0
242,215864,1,0,0,0
243,512615,1,1,0,0
244,441149,1,0,0,0
245,187957,1,0,0,0
246,796149,1,0,0,0
247,47219,1,1,0,0
248,126069,1,0,0,0
249,491650,1,0,0,0
250,998063,1,0,0,0
251,975403,1,0,0,0
252,885532,1,1,0,0
253,260528,1,0,0,0
254,151208,1,1,0,0
255,602831,1,1,1,0
256,568481,1,0,0,0
257,772976,1,0,0,0
258,638861,1,0,0,0
259,987443,1,0,0,0
260,416339,1,0,0,0
261,559850,1,1,1,1
262,897418,1,0,0,0
263,339931,1,1,0,0
264,125185,1,1,0,0
265,780090,1,0,0,0
266,35826,1,0,0,0
267,430068,1,1,0,0
268,187512,1,1,0,0
269,369484,1,0,0,0
270,587936,1,0,0,0
271,412728,1,1,0,0
272,904376,1,1,0,0
273,564780,1,0,0,0
274,505376,1,1,0,0
275,388175,1,0,0,0
276,620270,1,1,0,0
277,400068,1,1,0,0
278,180565,1,1,0,0
279,134685,1,0,0,0
280,168356,1,1,0,0
281,897602,1,1,0,0
282,764380,1,0,0,0
283,522493,1,1,1,0
284,583695,1,1,1,0
285,63946,1,0,0,0
286,282317,1,1,0,0
287,337953,1,1,0,0
288,71082,1,1,1,0
289,519200,1,1,0,0
290,710795,1,1,0,0
291,296440,1,1,1,0
292,534254,1,1,0,0
293,351524,1,0,0,0
294,416069,1,0,0,0
295,906664,1,1,0,0
296,584150,1,0,0,0
297,248849,1,1,1,0
298,791103,1,1,0,0
299,400664,1,1,1,0
300,634177,1,1,0,0
301,959511,1,0,0,0
302,940933,1,0,0,0
303,859497,1,0,0,0
304,701429,1,1,1,0
305,105857,1,0,0,0
306,609743,1,0,0,0
307,81323,1,0,0,0
308,87410,1,1,0,0
309,822245,1,1,0,0
310,480688,1,1,0,0
311,728916,1,1,0,0
312,538099,1,0,0,0
313,57070,1,1,0,0
314,367111,1,1,0,0
315,949100,1,1,0,0
316,15922,1,0,0,0
317,514406,1,0,0,0
318,716221,1,1,0,0
319,875754,1,0,0,0
320,247338,1,1,0,0
321,597065,1,1,0,0
322,271761,1,1,0,0
323,688968,1,1,0,0
324,40731,1,0,0,0
325,380900,1,1,0,0
326,507386,1,0,0,0
327,677741,1,1,0,0
328,447223,1,1,0,0
329,327144,1,0,0,0
330,957973,1,0,0,0
331,477136,1,1,0,0
332,993531,1,1,0,0
333,999507,1,1,0,0
334,584100,1,1,0,0
335,551851,1,0,0,0
336,36012,1,1,0,0
337,859780,1,1,0,0
338,775459,1,1,0,0
339,687314,1,1,0,0
340,542486,1,1,0,0
341,70757,1,0,0,0
342,262555,1,0,0,0
343,900857,1,1,0,0
344,914694,1,0,0,0
345,124631,1,1,0,0
346,940828,1,1,0,0
347,749782,1,0,0,0
348,741013,1,1,0,0
349,578809,1,0,0,0
350,448767,1,1,0,0
351,346529,1,1,0,0
352,166765,1,1,0,0
353,862143,1,1,0,0
354,608519,1,1,0,0
355,147272,1,1,0,0
356,929015,1,0,0,0
357,994645,1,0,0,0
358,606024,1,0,0,0
359,883661,1,1,0,0
360,815731,1,1,0,0
361,733096,1,1,0,0
362,153859,1,1,0,0
363,228647,1,0,0,0
364,44103,1,0,0,0
365,475643,1,0,0,0
366,717378,1,0,0,0
367,671383,1,0,0,0
368,196473,1,0,0,0
369,982752,1,1,0,0
370,320235,1,0,0,0
371,285882,1,0,0,0
372,966856,1,0,0,0
373,513780,1,1,0,0
374,988493,1,1,0,0
375,160100,1,0,0,0
376,743071,1,1,1,0
377,80975,1,1,0,0
378,96374,1,1,0,0
379,106104,1,1,0,0
380,961481,1,0,0,0
381,873276,1,1,1,0
382,183849,1,0,0,0
383,881429,1,0,0,0
384,33116,1,1,0,0
385,72059,1,1,1,0
386,601691,1,1,0,0
387,603715,1,1,0,0
388,511661,1,0,0,0
389,178144,1,0,0,0
390,33024,1,1,0,0
391,119588,1,0,0,0
392,833489,1,1,0,0
393,999919,1,1,0,0
394,505736,1,0,0,0
395,1850,1,0,0,0
396,960801,1,0,0,0
397,449667,1,1,0,0
398,838941,1,0,0,0
399,125918,1,0,0,0
400,587135,1,1,0,0
401,522761,1,0,0,0
402,638114,1,1,1,1
403,809713,1,0,0,0
404,856569,1,0,0,0
405,385867,1,0,0,0
406,109254,1,1,0,0
407,136478,1,1,0,0
408,68010,1,0,0,0
409,299821,1,0,0,0
410,69703,1,1,0,0
411,571080,1,1,0,0
412,581956,1,1,1,1
413,538422,1,0,0,0
414,234850,1,0,0,0
415,514968,1,1,0,0
416,329250,1,1,0,0
417,842337,1,0,0,0
418,614645,1,1,0,0
419,321738,1,0,0,0
420,441049,1,0,0,0
421,344758,1,0,0,0
422,38228,1,1,0,0
423,767828,1,1,0,0
424,490018,1,1,0,0
425,748038,1,1,0,0
426,359974,1,0,0,0
427,74853,1,0,0,0
428,760535,1,0,0,0
429,251790,1,0,0,0
430,231382,1,1,0,0
431,327213,1,0,0,0
432,735003,1,1,0,0
433,396609,1,1,0,0
434,741537,1,0,0,0
435,150848,1,0,0,0
436,318814,1,1,1,0
437,52926,1,1,0,0
438,425712,1,0,0,0
439,435151,1,1,0,0
440,361644,1,1,0,0
441,403748,1,0,0,0
442,667530,1,0,0,0
443,334242,1,1,0,0
444,33980,1,0,0,0
445,263034,1,0,0,0
446,40068,1,1,1,0
447,545961,1,1,0,0
448,717951,1,1,0,0
449,354377,1,1,0,0
450,967033,1,0,0,0
451,19707,1,0,0,0
452,782372,1,0,0,0
453,767940,1,0,0,0
454,87804,1,0,0,0
455,383218,1,0,0,0
456,979913,1,1,0,0
457,333429,1,0,0,0
458,234387,1,0,0,0
459,718625,1,0,0,0
460,403460,1,0,0,0
461,296161,1,0,0,0
462,115359,1,0,0,0
463,38550,1,0,0,0
464,641863,1,1,0,0
465,885491,1,1,0,0
466,942329,1,1,0,0
467,435079,1,0,0,0
468,659630,1,0,0,0
469,32117,1,1,0,0
470,753796,1,0,0,0
471,701669,1,1,0,0
472,619293,1,1,0,0
473,517829,1,1,0,0
474,514675,1,0,0,0
475,131793,1,1,0,0
476,756068,1,1,0,0
477,187412,1,0,0,0
478,580368,1,0,0,0
479,353265,1,1,0,0
480,121069,1,1,0,0
481,66337,1,1,1,0
482,876424,1,1,0,0
483,70627,1,0,0,0
484,355059,1,1,0,0
485,605467,1,0,0,0
486,183648,1,0,0,0
487,127688,1,1,0,0
488,583730,1,1,0,0
489,111537,1,0,0,0
490,745107,1,1,0,0
491,593552,1,1,0,0
492,219860,1,0,0,0
493,28445,1,1,0,0
494,438317,1,0,0,0
495,539011,1,0,0,0
496,344997,1,0,0,0
497,777191,1,1,0,0
498,984688,1,0,0,0
499,163713,1,1,0,0
500,927412,1,1,0,0
501,520437,1,1,0,0
502,692287,1,0,0,0
503,161703,1,0,0,0
504,991463,1,1,0,0
505,410921,1,1,0,0
506,91327,1,1,0,0
507,861358,1,0,0,0
508,743446,1,0,0,0
509,401984,1,1,0,0
510,778210,1,1,0,0
511,989890,1,0,0,0
512,16073,1,0,0,0
513,309382,1,0,0,0
514,961252,1,1,0,0
515,728496,1,0,0,0
516,101813,1,0,0,0
517,286819,1,0,0,0
518,814475,1,0,0,0
519,443876,1,0,0,0
520,285006,1,0,0,0
521,524399,1,1,0,0
522,373583,1,0,0,0
523,586581,1,1,1,0
524,198671,1,0,0,0
525,920820,1,0,0,0
526,363839,1,1,1,0
527,51583,1,1,0,0
528,548807,1,0,0,0
529,853925,1,0,0,0
530,117492,1,1,0,0
531,360677,1,0,0,0
532,959412,1,0,0,0
533,152558,1,0,0,0
534,469165,1,1,0,0
535,472216,1,1,0,0
536,633042,1,0,0,0
537,284836,1,1,0,0
538,198489,1,1,0,0
539,598699,1,1,0,0
540,75443,1,1,0,0
541,856826,1,1,1,0
542,629115,1,1,0,0
543,680489,1,0,0,0
544,675430,1,0,0,0
545,402435,1,1,0,0
546,448996,1,1,0,0
547,237248,1,0,0,0
548,528107,1,0,0,0
549,163444,1,0,0,0
550,402590,1,0,0,0
551,984352,1,1,0,0
552,922508,1,0,0,0
553,13248,1,0,0,0
554,234705,1,0,0,0
555,309147,1,1,0,0
556,693690,1,1,0,0
557,312774,1,1,0,0
558,672795,1,1,0,0
559,440031,1,0,0,0
560,980266,1,1,0,0
561,437059,1,0,0,0
562,726439,1,0,0,0
563,50866,1,1,0,0
564,912691,1,0,0,0
565,177527,1,1,0,0
566,932426,1,1,0,0
567,659006,1,1,0,0
568,592358,1,0,0,0
569,372793,1,1,0,0
570,516124,1,1,0,0
571,967969,1,0,0,0
572,410338,1,1,0,0
573,392644,1,0,0,0
574,39653,1,0,0,0
575,662175,1,1,1,0
576,921641,1,1,0,0
577,749661,1,0,0,0
578,484610,1,1,0,0
579,651850,1,0,0,0
580,587892,1,0,0,0
581,565147,1,0,0,0
582,800964,1,1,0,0
583,802861,1,0,0,0
584,95221,1,0,0,0
585,676962,1,1,0,0
586,334941,1,1,0,0
587,227719,1,1,0,0
588,753221,1,0,0,0
589,276261,1,0,0,0
590,11026,1,0,0,0
591,384505,1,1,0,0
592,133089,1,0,0,0
593,119643,1,1,0,0
594,148157,1,0,0,0
595,664526,1,0,0,0
596,577515,1,1,0,0
597,582219,1,1,1,0
598,670302,1,0,0,0
599,663898,1,1,0,0
600,87566,1,1,0,0
601,365697,1,1,1,0
602,813996,1,0,0,0
603,429546,1,0,0,0
604,514144,1,0,0,0
605,198768,1,0,0,0
606,392569,1,0,0,0
607,222495,1,1,0,0
608,726256,1,1,0,0
609,482695,1,1,0,0
610,700072,1,0,0,0
611,278804,1,1,0,0
612,610022,1,0,0,0
613,114427,1,0,0,0
614,898604,1,1,0,0
615,61888,1,1,1,0
616,662476,1,0,0,0
617,434293,1,1,0,0
618,323770,1,0,0,0
619,760034,1,0,0,0
620,913556,1,0,0,0
621,657726,1,1,0,0
622,665185,1,0,0,0
623,783958,1,0,0,0
624,787925,1,0,0,0
625,202790,1,0,0,0
626,759056,1,0,0,0
627,568825,1,1,0,0
628,650793,1,1,0,0
629,537349,1,1,0,0
630,782127,1,1,0,0
631,714827,1,0,0,0
632,914267,1,1,0,0
633,289154,1,1,0,0
634,310034,1,0,0,0
635,580771,1,1,0,0
636,150502,1,1,0,0
637,489768,1,1,0,0
638,381709,1,1,0,0
639,80660,1,0,0,0
640,572469,1,0,0,0
641,525504,1,1,1,0
642,824398,1,1,0,0
643,851287,1,1,0,0
644,137451,1,0,0,0
645,179966,1,1,1,0
646,983151,1,1,0,0
647,861515,1,0,0,0
648,821174,1,0,0,0
649,23933,1,1,0,0
650,883845,1,1,0,0
651,644478,1,0,0,0
652,881057,1,1,0,0
653,370367,1,0,0,0
654,775988,1,1,0,0
655,271432,1,0,0,0
656,264178,1,1,0,0
657,773863,1,0,0,0
658,961397,1,1,0,0
659,646873,1,0,0,0
660,305865,1,0,0,0
661,810006,1,1,0,0
662,203437,1,0,0,0
663,550318,1,1,0,0
664,770237,1,1,0,0
665,920041,1,1,1,0
666,77201,1,1,0,0
667,654749,1,0,0,0
668,219474,1,1,0,0
669,913542,1,0,0,0
670,608914,1,0,0,0
671,991251,1,0,0,0
672,824989,1,1,0,0
673,724505,1,1,1,0
674,856167,1,1,0,0
675,221073,1,0,0,0
676,748577,1,0,0,0
677,431999,1,1,0,0
678,837799,1,1,1,0
679,655591,1,1,1,0
680,125171,1,0,0,0
681,574396,1,1,0,0
682,773849,1,0,0,0
683,172898,1,0,0,0
684,944112,1,0,0,0
685,887239,1,0,0,0
686,437551,1,0,0,0
687,537968,1,1,0,0
688,101890,1,1,0,0
689,324002,1,0,0,0
690,197216,1,0,0,0
691,155965,1,0,0,0
692,204259,1,0,0,0
693,668034,1,1,0,0
694,692448,1,0,0,0
695,321372,1,1,0,0
696,522605,1,1,0,0
697,14778,1,0,0,0
698,858060,1,0,0,0
699,368660,1,0,0,0
700,722145,1,1,0,0
701,626937,1,0,0,0
702,301598,1,1,0,0
703,162497,1,0,0,0
704,693737,1,1,0,0
705,683270,1,0,0,0
706,371788,1,0,0,0
707,924857,1,1,0,0
708,834739,1,0,0,0
709,645466,1,1,1,0
710,780030,1,1,0,0
711,926209,1,1,0,0
712,278349,1,0,0,0
713,770416,1,1,0,0
714,555105,1,1,0,0
715,844940,1,0,0,0
716,87831,1,1,0,0
717,981614,1,0,0,0
718,782518,1,1,0,0
719,75027,1,0,0,0
720,919492,1,0,0,0
721,287096,1,0,0,0
722,798637,1,0,0,0
723,449697,1,1,0,0
724,924197,1,0,0,0
725,10332,1,0,0,0
726,667074,1,0,0,0
727,400898,1,1,0,0
728,96135,1,1,0,0
729,125154,1,1,0,0
730,174469,1,0,0,0
731,621067,1,0,0,0
732,163073,1,0,0,0
733,646420,1,1,0,0
734,771970,1,1,0,0
735,275831,1,1,1,0
736,744512,1,1,0,0
737,825844,1,1,0,0
738,418492,1,1,0,0
739,189443,1,1,0,0
740,108940,1,0,0,0
741,501024,1,1,0,0
742,144819,1,1,1,0
743,607979,1,0,0,0
744,310819,1,0,0,0
745,143821,1,0,0,0
746,987023,1,1,0,0
747,419489,1,1,0,0
748,998332,1,0,0,0
749,828094,1,0,0,0
750,405613,1,1,0,0
751,612987,1,0,0,0
752,409329,1,0,0,0
753,73399,1,0,0,0
754,474666,1,0,0,0
755,979996,1,0,0,0
756,530100,1,1,0,0
757,389946,1,1,0,0
758,258840,1,0,0,0
759,623339,1,1,0,0
760,782554,1,1,0,0
761,854539,1,0,0,0
762,117169,1,0,0,0
763,275930,1,1,0,0
764,517198,1,0,0,0
765,742921,1,0,0,0
766,390571,1,0,0,0
767,146609,1,1,0,0
768,693121,1,1,1,0
769,169016,1,1,1,0
770,517759,1,1,0,0
771,759400,1,0,0,0
772,646064,1,0,0,0
773,96474,1,1,0,0
774,84346,1,1,0,0
775,800521,1,0,0,0
776,380564,1,1,0,0
777,774944,1,0,0,0
778,138090,1,0,0,0
779,621238,1,0,0,0
780,446947,1,0,0,0
781,192444,1,1,0,0
782,474686,1,1,0,0
783,230016,1,1,0,0
784,933810,1,0,0,0
785,337704,1,1,1,1
786,335596,1,0,0,0
787,497666,1,0,0,0
788,175723,1,0,0,0
789,195323,1,0,0,0
790,714201,1,1,1,0
791,5969,1,0,0,0
792,793661,1,1,0,0
793,387949,1,0,0,0
794,615637,1,1,0,0
795,360273,1,1,0,0
796,43988,1,1,0,0
797,966683,1,1,0,0
798,333784,1,0,0,0
799,700318,1,1,0,0
800,448390,1,1,1,1
801,930482,1,1,0,0
802,864054,1,0,0,0
803,323201,1,0,0,0
804,7381,1,1,0,0
805,853395,1,1,0,0
806,970552,1,0,0,0
807,636811,1,1,0,0
808,276194,1,1,1,0
809,621225,1,1,0,0
810,714222,1,1,0,0
811,245235,1,0,0,0
812,21563,1,1,0,0
813,886691,1,1,1,0
814,183506,1,1,0,0
815,369029,1,0,0,0
816,324672,1,0,0,0
817,200944,1,0,0,0
818,503777,1,0,0,0
819,534711,1,1,0,0
820,727487,1,0,0,0
821,510711,1,0,0,0
822,68729,1,0,0,0
823,148821,1,1,0,0
824,998992,1,1,0,0
825,790750,1,1,0,0
826,536289,1,0,0,0
827,718002,1,1,0,0
828,898210,1,0,0,0
829,312952,1,0,0,0
830,892609,1,1,0,0
831,66936,1,1,1,0
832,741573,1,0,0,0
833,846764,1,1,0,0
834,761868,1,1,0,0
835,531318,1,1,0,0
836,561332,1,1,0,0
837,340400,1,0,0,0
838,145500,1,1,0,0
839,386665,1,1,0,0
840,777401,1,1,0,0
841,838262,1,0,0,0
842,472583,1,1,0,0
843,496401,1,1,0,0
844,417838,1,0,0,0
845,31513,1,1,0,0
846,910156,1,0,0,0
847,949823,1,1,0,0
848,31404,1,1,0,0
849,113940,1,0,0,0
850,513765,1,0,0,0
851,793672,1,1,0,0
852,732277,1,1,0,0
853,302165,1,1,1,0
854,267067,1,0,0,0
855,509762,1,1,0,0
856,471495,1,1,1,0
857,837581,1,0,0,0
858,775609,1,0,0,0
859,205268,1,1,1,1
860,27204,1,0,0,0
861,966117,1,0,0,0
862,90534,1,0,0,0
863,99180,1,0,0,0
864,885754,1,1,0,0
865,727172,1,1,0,0
866,33126,1,0,0,0
867,503337,1,1,1,0
868,839067,1,1,0,0
869,995175,1,1,0,0
870,936325,1,1,0,0
871,14090,1,1,0,0
872,871428,1,1,1,0
873,931161,1,1,0,0
874,580682,1,1,0,0
875,180320,1,1,1,0
876,150478,1,0,0,0
877,286341,1,0,0,0
878,39397,1,1,0,0
879,233043,1,0,0,0
880,874026,1,1,0,0
881,545853,1,1,0,0
882,793500,1,1,0,0
883,449121,1,0,0,0
884,83466,1,0,0,0
885,924781,1,1,1,1
886,980096,1,0,0,0
887,172957,1,0,0,0
888,257251,1,0,0,0
889,304387,1,0,0,0
890,600593,1,1,0,0
891,653727,1,1,0,0
892,199379,1,0,0,0
893,971737,1,1,0,0
894,317312,1,0,0,0
895,821795,1,1,0,0
896,848088,1,0,0,0
897,402768,1,1,0,0
898,686288,1,0,0,0
899,618488,1,1,0,0
900,239108,1,1,0,0
901,200284,1,1,0,0
902,176140,1,0,0,0
903,927921,1,0,0,0
904,929544,1,0,0,0
905,667675,1,0,0,0
906,705273,1,0,0,0
907,147631,1,0,0,0
908,602706,1,1,0,0
909,755545,1,1,0,0
910,464626,1,1,0,0
911,645419,1,1,0,0
912,720248,1,1,0,0
913,423127,1,0,0,0
914,138645,1,1,0,0
915,754701,1,1,0,0
916,926205,1,1,0,0
917,383694,1,1,1,0
918,805463,1,0,0,0
919,913860,1,1,0,0
920,714077,1,0,0,0
921,7290,1,0,0,0
922,163852,1,1,0,0
923,963544,1,1,0,0
924,881963,1,0,0,0
925,991941,1,0,0,0
926,553268,1,0,0,0
927,956648,1,1,0,0
928,740771,1,0,0,0
929,799377,1,1,0,0
930,392361,1,1,1,0
931,143677,1,0,0,0
932,666566,1,1,0,0
933,119100,1,0,0,0
934,557576,1,1,0,0
935,277117,1,0,0,0
936,203556,1,0,0,0
937,490047,1,0,0,0
938,725965,1,1,0,0
939,776546,1,1,0,0
940,336804,1,1,0,0
941,186337,1,0,0,0
942,122098,1,1,1,0
943,821481,1,1,0,0
944,679205,1,1,0,0
945,704682,1,0,0,0
946,223683,1,0,0,0
947,184308,1,0,0,0
948,287561,1,0,0,0
949,710888,1,1,0,0
950,330692,1,1,0,0
951,90557,1,0,0,0
952,746276,1,1,1,0
953,96693,1,0,0,0
954,340442,1,1,0,0
955,380905,1,0,0,0
956,334833,1,1,0,0
957,614546,1,0,0,0
958,619980,1,1,0,0
959,693113,1,0,0,0
960,340768,1,0,0,0
961,679170,1,1,0,0
962,422740,1,0,0,0
963,561782,1,0,0,0
964,329137,1,0,0,0
965,921570,1,0,0,0
966,246750,1,1,0,0
967,949442,1,0,0,0
968,429291,1,1,0,0
969,261328,1,1,0,0
970,439577,1,0,0,0
971,410412,1,0,0,0
972,695319,1,0,0,0
973,816912,1,1,0,0
974,434989,1,1,0,0
975,991040,1,1,0,0
976,884258,1,0,0,0
977,381962,1,0,0,0
978,459431,1,0,0,0
979,231320,1,0,0,0
980,835521,1,1,1,0
981,449363,1,0,0,0
982,147254,1,0,0,0
983,68957,1,1,0,0
984,359472,1,1,0,0
985,669675,1,1,0,0
986,776878,1,0,0,0
987,772429,1,1,0,0
988,545570,1,1,0,0
989,183602,1,1,0,0
990,305094,1,0,0,0
991,933404,1,1,1,0
992,701923,1,0,0,0
993,167225,1,0,0,0
994,370007,1,1,0,0
995,940501,1,0,0,0
996,7647,1,1,0,0
997,652533,1,0,0,0
998,766767,1,1,0,0
999,467984,1,1,0,0
1000,958322,1,1,0,0
1001,287215,1,1,0,0
1002,383707,1,0,0,0
1003,994122,1,0,0,0
1004,417880,1,1,0,0
1005,108525,1,1,0,0
1006,411553,1,1,0,0
1007,154087,1,1,0,0
1008,613447,1,1,0,0
1009,291208,1,1,0,0
1010,377163,1,0,0,0
1011,97877,1,1,0,0
1012,614563,1,1,1,0
1013,328404,1,0,0,0
1014,862950,1,1,0,0
1015,962751,1,0,0,0
1016,681585,1,1,1,0
1017,41604,1,0,0,0
1018,163070,1,1,0,0
1019,530924,1,0,0,0
1020,755282,1,0,0,0
1021,742514,1,0,0,0
1022,969875,1,1,0,0
1023,703741,1,0,0,0
1024,552650,1,1,0,0
1025,898071,1,0,0,0
1026,201277,1,1,0,0
1027,644292,1,0,0,0
1028,383003,1,1,0,0
1029,175309,1,0,0,0
1030,928787,1,0,0,0
1031,21705,1,1,0,0
1032,477559,1,1,0,0
1033,159149,1,0,0,0
1034,401194,1,0,0,0
1035,760753,1,0,0,0
1036,72823,1,1,0,0
1037,641189,1,0,0,0
1038,421459,1,0,0,0
1039,778259,1,1,0,0
1040,341917,1,1,0,0
1041,295177,1,0,0,0
1042,135959,1,1,0,0
1043,63033,1,0,0,0
1044,976738,1,1,0,0
1045,385533,1,0,0,0
1046,22370,1,1,0,0
1047,508705,1,1,0,0
1048,467913,1,1,0,0
1049,786939,1,0,0,0
1050,274433,1,0,0,0
1051,651036,1,0,0,0
1052,180439,1,1,0,0
1053,227651,1,0,0,0
1054,925476,1,1,0,0
1055,391113,1,0,0,0
1056,738430,1,1,0,0
1057,376278,1,1,0,0
1058,321359,1,1,0,0
1059,86197,1,0,0,0
1060,352499,1,0,0,0
1061,314430,1,0,0,0
1062,655753,1,1,0,0
1063,171414,1,0,0,0
1064,336671,1,1,0,0
1065,525131,1,1,0,0
1066,352456,1,1,0,0
